,source,target,edge
13053,silodosin,P25100,has_target
13054,silodosin,P35368,has_target
13055,silodosin,Q12809,has_target
13056,silodosin,Q9H252,has_target
13057,silodosin,Q9NS40,has_target
13058,tolvaptan,P30518,has_target
13059,tolvaptan,P37288,has_target
13060,regadenoson,P29274,has_target
13061,alvimopan,P35372,has_target
13062,alvimopan,P41145,has_target
13063,alvimopan,P41143,has_target
13064,teriparatide,Q03431,has_target
13065,temsirolimus,P42345,has_target
13066,saxagliptin,P27487,has_target
13067,ambrisentan,P25101,has_target
13068,ambrisentan,P24530,has_target
13069,oxymetholone,P10275,has_target
13070,oxymetholone,P16860,has_target
13071,etravirine,P03366,has_target
13072,etravirine,P04585,has_target
13073,etravirine,Q72547,has_target
13074,ragaglitazar,Q07869,has_target
13075,ragaglitazar,P37231,has_target
13076,pazopanib,P17948,has_target
13077,pazopanib,P35968,has_target
13078,pazopanib,P35916,has_target
13079,pazopanib,P16234,has_target
13080,pazopanib,P09619,has_target
13081,pazopanib,P10721,has_target
13082,pazopanib,P22607,has_target
13083,pazopanib,Q08881,has_target
13084,pazopanib,P05230,has_target
13085,pazopanib,Q9UQQ2,has_target
13086,ethanolamine oleate,P00748,has_target
13087,desvenlafaxine,P23975,has_target
13088,desvenlafaxine,P31645,has_target
13089,desvenlafaxine,Q01959,has_target
13090,dexmethylphenidate,Q01959,has_target
13091,dexmethylphenidate,P23975,has_target
13092,dexmethylphenidate,P31645,has_target
13093,fesoterodine,P20309,has_target
13094,fesoterodine,P08173,has_target
13095,fesoterodine,P11229,has_target
13096,fesoterodine,P08172,has_target
13097,fesoterodine,P08912,has_target
13098,methyltestosterone,P10275,has_target
13099,methyltestosterone,P03372,has_target
13100,fospropofol,P47870,has_target
13101,fospropofol,P28472,has_target
13102,aceclofenac,P35354,has_target
13103,aceclofenac,P23219,has_target
13104,betaine,Q93088,has_target
13105,capsaicin,Q8NER1,has_target
13106,capsaicin,Q99623,has_target
13107,dimercaprol,P05067,has_target
13108,plerixafor,P61073,has_target
13109,raltegravir,Q7ZJM1,has_target
13110,nocodazole,O60760,has_target
13111,nandrolone decanoate,P10275,has_target
13112,nandrolone decanoate,P01100,has_target
13113,nandrolone decanoate,P28223,has_target
13114,nandrolone decanoate,P41595,has_target
13115,nandrolone decanoate,P28335,has_target
13116,nandrolone decanoate,P28222,has_target
13117,nandrolone decanoate,P08069,has_target
13118,nandrolone decanoate,P21728,has_target
13119,nandrolone decanoate,P21918,has_target
13120,nandrolone decanoate,P14416,has_target
13121,nandrolone decanoate,P35462,has_target
13122,nandrolone decanoate,P21917,has_target
13123,chlorcyclizine,P35367,has_target
13124,bisacodyl,Q92482,has_target
13125,bisacodyl,P05023,has_target
13126,bisacodyl,P50993,has_target
13127,bisacodyl,P13637,has_target
13128,bisacodyl,Q13733,has_target
13129,bisacodyl,P05026,has_target
13130,bisacodyl,P14415,has_target
13131,bisacodyl,P54709,has_target
13132,bisacodyl,P54710,has_target
13133,aliskiren,P00797,has_target
13134,corticorelin ovine triflutate,P34998,has_target
13135,tetracaine,P21817,has_target
13136,tetracaine,Q92736,has_target
13137,tetracaine,P35498,has_target
13138,tetracaine,Q9Y5Y9,has_target
13139,tetracaine,Q9UI33,has_target
13140,tetracaine,Q99250,has_target
13141,tetracaine,Q9NY46,has_target
13142,tetracaine,P35499,has_target
13143,tetracaine,Q14524,has_target
13144,tetracaine,Q01118,has_target
13145,tetracaine,Q9UQD0,has_target
13146,tetracaine,Q15858,has_target
13147,cupric chloride,P04070,has_target
13148,cupric chloride,P04080,has_target
13149,moxisylyte,P35348,has_target
13150,moxisylyte,P35368,has_target
13151,moxisylyte,P25100,has_target
13152,moxisylyte,P08913,has_target
13153,moxisylyte,P18089,has_target
13154,moxisylyte,P18825,has_target
13155,droxicam,P23219,has_target
13156,droxicam,P35354,has_target
13157,protirelin,P34981,has_target
13158,pyrantel,Q9HC97,has_target
13159,pyrantel,P11229,has_target
13160,citicoline,A0A0H2UQB5,has_target
13161,benzbromarone,P11712,has_target
13162,benzbromarone,P33261,has_target
13163,alclofenac,P35354,has_target
13164,bendazac,P23219,has_target
13165,bendazac,P35354,has_target
13166,niperotidine,P25021,has_target
13167,adefovir,P24024,has_target
13168,candesartan,P30556,has_target
13169,tenofovir,Q72547,has_target
13170,tenofovir,Q3MS49,has_target
13171,tenofovir,I6TLU5,has_target
13172,hyaluronidase,P01137,has_target
13173,orlistat,hsa04916,has_pathway
13174,orlistat,hsa04120,has_pathway
13175,orlistat,hsa05010,has_pathway
13176,orlistat,hsa04310,has_pathway
13177,orlistat,hsa05016,has_pathway
13178,orlistat,hsa03420,has_pathway
13179,orlistat,hsa04740,has_pathway
13180,orlistat,hsa05322,has_pathway
13181,orlistat,hsa04110,has_pathway
13182,orlistat,hsa05221,has_pathway
13183,orlistat,hsa04530,has_pathway
13184,orlistat,hsa04150,has_pathway
13185,orlistat,hsa05012,has_pathway
13186,orlistat,hsa04620,has_pathway
13187,orlistat,hsa04120,has_pathway
13188,orlistat,hsa05010,has_pathway
13189,orlistat,hsa04080,has_pathway
13190,orlistat,hsa04742,has_pathway
13191,orlistat,hsa05016,has_pathway
13192,orlistat,hsa03420,has_pathway
13193,orlistat,hsa04740,has_pathway
13194,orlistat,hsa04340,has_pathway
13195,orlistat,hsa04630,has_pathway
13196,orlistat,hsa04062,has_pathway
13197,orlistat,hsa05012,has_pathway
13198,orlistat,hsa04260,has_pathway
13199,orlistat,hsa04060,has_pathway
13200,orlistat,hsa03010,has_pathway
13201,orlistat,hsa03050,has_pathway
13202,terazosin,hsa04070,has_pathway
13203,terazosin,hsa04740,has_pathway
13204,terazosin,hsa04664,has_pathway
13205,terazosin,hsa04720,has_pathway
13206,terazosin,hsa04540,has_pathway
13207,terazosin,hsa05012,has_pathway
13208,terazosin,hsa04912,has_pathway
13209,terazosin,hsa04730,has_pathway
13210,terazosin,hsa05322,has_pathway
13211,terazosin,hsa04330,has_pathway
13212,ketorolac,hsa05332,has_pathway
13213,ketorolac,hsa05320,has_pathway
13214,ketorolac,hsa04740,has_pathway
13215,ketorolac,hsa05322,has_pathway
13216,ketorolac,hsa05310,has_pathway
13217,ketorolac,hsa04010,has_pathway
13218,ketorolac,hsa05330,has_pathway
13219,ketorolac,hsa04940,has_pathway
13220,ketorolac,hsa04070,has_pathway
13221,ketorolac,hsa05131,has_pathway
13222,ketorolac,hsa05130,has_pathway
13223,ketorolac,hsa04360,has_pathway
13224,ketorolac,hsa04370,has_pathway
13225,ketorolac,hsa05218,has_pathway
13226,ketorolac,hsa04810,has_pathway
13227,ketorolac,hsa04730,has_pathway
13228,griseofulvin,hsa04740,has_pathway
13229,griseofulvin,hsa05322,has_pathway
13230,griseofulvin,hsa04080,has_pathway
13231,griseofulvin,hsa04740,has_pathway
13232,griseofulvin,hsa05322,has_pathway
13233,griseofulvin,hsa04060,has_pathway
13234,riluzole,hsa05214,has_pathway
13235,riluzole,hsa04660,has_pathway
13236,riluzole,hsa04740,has_pathway
13237,riluzole,hsa05322,has_pathway
13238,riluzole,hsa05340,has_pathway
13239,riluzole,hsa05221,has_pathway
13240,riluzole,hsa04012,has_pathway
13241,riluzole,hsa05332,has_pathway
13242,riluzole,hsa04080,has_pathway
13243,riluzole,hsa04740,has_pathway
13244,riluzole,hsa05322,has_pathway
13245,riluzole,hsa04210,has_pathway
13246,riluzole,hsa04540,has_pathway
13247,riluzole,hsa05012,has_pathway
13248,riluzole,hsa05330,has_pathway
13249,riluzole,hsa04940,has_pathway
13250,cloxacillin,hsa05332,has_pathway
13251,cloxacillin,hsa04640,has_pathway
13252,cloxacillin,hsa05320,has_pathway
13253,cloxacillin,hsa04612,has_pathway
13254,cloxacillin,hsa04740,has_pathway
13255,cloxacillin,hsa05310,has_pathway
13256,cloxacillin,hsa04010,has_pathway
13257,cloxacillin,hsa05330,has_pathway
13258,cloxacillin,hsa04940,has_pathway
13259,cloxacillin,hsa05322,has_pathway
13260,tinidazole,hsa05320,has_pathway
13261,tinidazole,hsa04660,has_pathway
13262,tinidazole,hsa04740,has_pathway
13263,tinidazole,hsa05322,has_pathway
13264,tinidazole,hsa04370,has_pathway
13265,tinidazole,hsa05330,has_pathway
13266,tinidazole,hsa04730,has_pathway
13267,tinidazole,hsa04940,has_pathway
13268,tinidazole,hsa05322,has_pathway
13269,guaifenesin,hsa05332,has_pathway
13270,guaifenesin,hsa04640,has_pathway
13271,guaifenesin,hsa05320,has_pathway
13272,guaifenesin,hsa04740,has_pathway
13273,guaifenesin,hsa05322,has_pathway
13274,guaifenesin,hsa04360,has_pathway
13275,guaifenesin,hsa05310,has_pathway
13276,guaifenesin,hsa04940,has_pathway
13277,guaifenesin,hsa05016,has_pathway
13278,guaifenesin,hsa05322,has_pathway
13279,guaifenesin,hsa04360,has_pathway
13280,guaifenesin,hsa03020,has_pathway
13281,guaifenesin,hsa04912,has_pathway
13282,terbutaline,hsa04740,has_pathway
13283,terbutaline,hsa05322,has_pathway
13284,terbutaline,hsa04530,has_pathway
13285,terbutaline,hsa03440,has_pathway
13286,terbutaline,hsa04080,has_pathway
13287,terbutaline,hsa04740,has_pathway
13288,terbutaline,hsa04514,has_pathway
13289,terbutaline,hsa04530,has_pathway
13290,terbutaline,hsa04630,has_pathway
13291,terbutaline,hsa05012,has_pathway
13292,terbutaline,hsa04060,has_pathway
13293,nortriptyline,hsa04740,has_pathway
13294,nortriptyline,hsa05322,has_pathway
13295,nortriptyline,hsa03450,has_pathway
13296,nortriptyline,hsa04080,has_pathway
13297,nortriptyline,hsa04740,has_pathway
13298,nortriptyline,hsa04510,has_pathway
13299,nortriptyline,hsa05322,has_pathway
13300,procyclidine,hsa04310,has_pathway
13301,procyclidine,hsa04360,has_pathway
13302,procyclidine,hsa04080,has_pathway
13303,procyclidine,hsa05322,has_pathway
13304,theophylline,hsa04514,has_pathway
13305,theophylline,hsa05322,has_pathway
13306,theophylline,hsa04530,has_pathway
13307,theophylline,hsa04730,has_pathway
13308,theophylline,hsa04610,has_pathway
13309,theophylline,hsa04310,has_pathway
13310,theophylline,hsa05322,has_pathway
13311,theophylline,hsa05221,has_pathway
13312,theophylline,hsa05210,has_pathway
13313,etidronic acid,hsa05332,has_pathway
13314,etidronic acid,hsa04650,has_pathway
13315,etidronic acid,hsa04080,has_pathway
13316,etidronic acid,hsa05320,has_pathway
13317,etidronic acid,hsa04062,has_pathway
13318,etidronic acid,hsa04060,has_pathway
13319,etidronic acid,hsa05330,has_pathway
13320,etidronic acid,hsa04940,has_pathway
13321,etidronic acid,hsa04740,has_pathway
13322,etidronic acid,hsa04210,has_pathway
13323,etidronic acid,hsa04530,has_pathway
13324,etidronic acid,hsa04115,has_pathway
13325,etidronic acid,hsa03020,has_pathway
13326,nicardipine,hsa04740,has_pathway
13327,nicardipine,hsa04740,has_pathway
13328,nicardipine,hsa04912,has_pathway
13329,chloramphenicol,hsa05332,has_pathway
13330,chloramphenicol,hsa04740,has_pathway
13331,chloramphenicol,hsa04720,has_pathway
13332,chloramphenicol,hsa03450,has_pathway
13333,chloramphenicol,hsa04912,has_pathway
13334,chloramphenicol,hsa05330,has_pathway
13335,chloramphenicol,hsa04940,has_pathway
13336,chloramphenicol,hsa05322,has_pathway
13337,chloramphenicol,hsa05219,has_pathway
13338,chloramphenicol,hsa04540,has_pathway
13339,phenoxybenzamine,hsa04120,has_pathway
13340,phenoxybenzamine,hsa05010,has_pathway
13341,phenoxybenzamine,hsa05016,has_pathway
13342,phenoxybenzamine,hsa04740,has_pathway
13343,phenoxybenzamine,hsa04360,has_pathway
13344,phenoxybenzamine,hsa05219,has_pathway
13345,phenoxybenzamine,hsa04115,has_pathway
13346,phenoxybenzamine,hsa04062,has_pathway
13347,phenoxybenzamine,hsa05012,has_pathway
13348,phenoxybenzamine,hsa04070,has_pathway
13349,phenoxybenzamine,hsa05010,has_pathway
13350,phenoxybenzamine,hsa04080,has_pathway
13351,phenoxybenzamine,hsa04742,has_pathway
13352,phenoxybenzamine,hsa05016,has_pathway
13353,phenoxybenzamine,hsa04740,has_pathway
13354,phenoxybenzamine,hsa05322,has_pathway
13355,phenoxybenzamine,hsa04110,has_pathway
13356,phenoxybenzamine,hsa05012,has_pathway
13357,phenoxybenzamine,hsa04260,has_pathway
13358,phenoxybenzamine,hsa04060,has_pathway
13359,phenoxybenzamine,hsa03010,has_pathway
13360,phenoxybenzamine,hsa04610,has_pathway
13361,tetracycline,hsa04210,has_pathway
13362,tetracycline,hsa04062,has_pathway
13363,tetracycline,hsa05211,has_pathway
13364,tetracycline,hsa04662,has_pathway
13365,tetracycline,hsa05200,has_pathway
13366,tetracycline,hsa04520,has_pathway
13367,tetracycline,hsa04350,has_pathway
13368,tetracycline,hsa05210,has_pathway
13369,dihydroergotamine,hsa05332,has_pathway
13370,dihydroergotamine,hsa05320,has_pathway
13371,dihydroergotamine,hsa04740,has_pathway
13372,dihydroergotamine,hsa04514,has_pathway
13373,dihydroergotamine,hsa05310,has_pathway
13374,dihydroergotamine,hsa04912,has_pathway
13375,dihydroergotamine,hsa05330,has_pathway
13376,dihydroergotamine,hsa04940,has_pathway
13377,dihydroergotamine,hsa04740,has_pathway
13378,dihydroergotamine,hsa04710,has_pathway
13379,pindolol,hsa05322,has_pathway
13380,pindolol,hsa04710,has_pathway
13381,pindolol,hsa04010,has_pathway
13382,pindolol,hsa04740,has_pathway
13383,cefotaxime,hsa05332,has_pathway
13384,cefotaxime,hsa05320,has_pathway
13385,cefotaxime,hsa04612,has_pathway
13386,cefotaxime,hsa05014,has_pathway
13387,cefotaxime,hsa04740,has_pathway
13388,cefotaxime,hsa04514,has_pathway
13389,cefotaxime,hsa05322,has_pathway
13390,cefotaxime,hsa05310,has_pathway
13391,cefotaxime,hsa05012,has_pathway
13392,cefotaxime,hsa04912,has_pathway
13393,cefotaxime,hsa05330,has_pathway
13394,cefotaxime,hsa04940,has_pathway
13395,cefotaxime,hsa04740,has_pathway
13396,furosemide,hsa04640,has_pathway
13397,furosemide,hsa04740,has_pathway
13398,furosemide,hsa05322,has_pathway
13399,furosemide,hsa04512,has_pathway
13400,furosemide,hsa03010,has_pathway
13401,furosemide,hsa04020,has_pathway
13402,furosemide,hsa05211,has_pathway
13403,furosemide,hsa04740,has_pathway
13404,furosemide,hsa05322,has_pathway
13405,furosemide,hsa04060,has_pathway
13406,furosemide,hsa04020,has_pathway
13407,ketotifen,hsa05332,has_pathway
13408,ketotifen,hsa05320,has_pathway
13409,ketotifen,hsa04910,has_pathway
13410,ketotifen,hsa04740,has_pathway
13411,ketotifen,hsa04514,has_pathway
13412,ketotifen,hsa05322,has_pathway
13413,ketotifen,hsa04012,has_pathway
13414,ketotifen,hsa05310,has_pathway
13415,ketotifen,hsa04062,has_pathway
13416,ketotifen,hsa04260,has_pathway
13417,ketotifen,hsa03010,has_pathway
13418,ketotifen,hsa05330,has_pathway
13419,ketotifen,hsa04940,has_pathway
13420,bambuterol,hsa05332,has_pathway
13421,bambuterol,hsa05010,has_pathway
13422,bambuterol,hsa05320,has_pathway
13423,bambuterol,hsa05016,has_pathway
13424,bambuterol,hsa04740,has_pathway
13425,bambuterol,hsa05322,has_pathway
13426,bambuterol,hsa04530,has_pathway
13427,bambuterol,hsa05330,has_pathway
13428,bambuterol,hsa04940,has_pathway
13429,bambuterol,hsa04740,has_pathway
13430,naloxone,hsa04740,has_pathway
13431,naloxone,hsa05322,has_pathway
13432,naloxone,hsa05332,has_pathway
13433,naloxone,hsa04080,has_pathway
13434,naloxone,hsa05016,has_pathway
13435,naloxone,hsa04740,has_pathway
13436,naloxone,hsa05322,has_pathway
13437,naloxone,hsa04060,has_pathway
13438,naloxone,hsa04912,has_pathway
13439,naloxone,hsa05330,has_pathway
13440,apomorphine,hsa03450,has_pathway
13441,apomorphine,hsa04740,has_pathway
13442,apomorphine,hsa05322,has_pathway
13443,apomorphine,hsa03020,has_pathway
13444,alfuzosin,hsa05332,has_pathway
13445,alfuzosin,hsa05016,has_pathway
13446,alfuzosin,hsa04740,has_pathway
13447,alfuzosin,hsa05322,has_pathway
13448,alfuzosin,hsa05310,has_pathway
13449,alfuzosin,hsa05330,has_pathway
13450,alfuzosin,hsa04940,has_pathway
13451,alfuzosin,hsa04740,has_pathway
13452,alfuzosin,hsa05322,has_pathway
13453,alfuzosin,hsa05012,has_pathway
13454,trimethobenzamide,hsa05332,has_pathway
13455,trimethobenzamide,hsa05010,has_pathway
13456,trimethobenzamide,hsa04612,has_pathway
13457,trimethobenzamide,hsa04740,has_pathway
13458,trimethobenzamide,hsa05322,has_pathway
13459,trimethobenzamide,hsa05310,has_pathway
13460,trimethobenzamide,hsa05330,has_pathway
13461,trimethobenzamide,hsa04070,has_pathway
13462,trimethobenzamide,hsa05211,has_pathway
13463,metronidazole,hsa04080,has_pathway
13464,metronidazole,hsa04740,has_pathway
13465,metronidazole,hsa05322,has_pathway
13466,metronidazole,hsa05016,has_pathway
13467,metronidazole,hsa04115,has_pathway
13468,metronidazole,hsa03020,has_pathway
13469,lidocaine,hsa03320,has_pathway
13470,lidocaine,hsa05200,has_pathway
13471,lidocaine,hsa04740,has_pathway
13472,lidocaine,hsa05212,has_pathway
13473,lidocaine,hsa05215,has_pathway
13474,lidocaine,hsa05221,has_pathway
13475,lidocaine,hsa05218,has_pathway
13476,lidocaine,hsa04920,has_pathway
13477,lidocaine,hsa05223,has_pathway
13478,lidocaine,hsa04010,has_pathway
13479,lidocaine,hsa05016,has_pathway
13480,lidocaine,hsa03020,has_pathway
13481,ivermectin,hsa04740,has_pathway
13482,ivermectin,hsa05322,has_pathway
13483,ivermectin,hsa04650,has_pathway
13484,ivermectin,hsa04080,has_pathway
13485,ivermectin,hsa04740,has_pathway
13486,ivermectin,hsa05322,has_pathway
13487,ivermectin,hsa04340,has_pathway
13488,ivermectin,hsa05216,has_pathway
13489,ivermectin,hsa04912,has_pathway
13490,disulfiram,hsa04612,has_pathway
13491,disulfiram,hsa05200,has_pathway
13492,disulfiram,hsa04740,has_pathway
13493,disulfiram,hsa04360,has_pathway
13494,disulfiram,hsa05212,has_pathway
13495,disulfiram,hsa05215,has_pathway
13496,disulfiram,hsa05218,has_pathway
13497,disulfiram,hsa03022,has_pathway
13498,disulfiram,hsa05222,has_pathway
13499,clindamycin,hsa04740,has_pathway
13500,clindamycin,hsa05322,has_pathway
13501,clindamycin,hsa03020,has_pathway
13502,clindamycin,hsa04740,has_pathway
13503,clindamycin,hsa05322,has_pathway
13504,gallamine triethiodide,hsa04080,has_pathway
13505,gallamine triethiodide,hsa04740,has_pathway
13506,timolol,hsa05332,has_pathway
13507,timolol,hsa04740,has_pathway
13508,timolol,hsa05322,has_pathway
13509,timolol,hsa05212,has_pathway
13510,timolol,hsa04530,has_pathway
13511,timolol,hsa05310,has_pathway
13512,timolol,hsa05012,has_pathway
13513,timolol,hsa05330,has_pathway
13514,timolol,hsa04940,has_pathway
13515,timolol,hsa04070,has_pathway
13516,timolol,hsa04740,has_pathway
13517,timolol,hsa05322,has_pathway
13518,timolol,hsa04115,has_pathway
13519,timolol,hsa03020,has_pathway
13520,budesonide,hsa05200,has_pathway
13521,budesonide,hsa05120,has_pathway
13522,budesonide,hsa04920,has_pathway
13523,budesonide,hsa05214,has_pathway
13524,budesonide,hsa04662,has_pathway
13525,budesonide,hsa05010,has_pathway
13526,budesonide,hsa04080,has_pathway
13527,budesonide,hsa04910,has_pathway
13528,budesonide,hsa05016,has_pathway
13529,budesonide,hsa05212,has_pathway
13530,budesonide,hsa05215,has_pathway
13531,budesonide,hsa04664,has_pathway
13532,budesonide,hsa04370,has_pathway
13533,budesonide,hsa05218,has_pathway
13534,budesonide,hsa05223,has_pathway
13535,budesonide,hsa04010,has_pathway
13536,budesonide,hsa05012,has_pathway
13537,budesonide,hsa04060,has_pathway
13538,budesonide,hsa03010,has_pathway
13539,budesonide,hsa04020,has_pathway
13540,budesonide,hsa05210,has_pathway
13541,budesonide,hsa05220,has_pathway
13542,vancomycin,hsa04080,has_pathway
13543,vancomycin,hsa04740,has_pathway
13544,vancomycin,hsa05322,has_pathway
13545,vancomycin,hsa05012,has_pathway
13546,vancomycin,hsa04940,has_pathway
13547,vancomycin,hsa05322,has_pathway
13548,dobutamine,hsa05016,has_pathway
13549,dobutamine,hsa04740,has_pathway
13550,dobutamine,hsa05322,has_pathway
13551,folic acid,hsa05014,has_pathway
13552,folic acid,hsa05322,has_pathway
13553,folic acid,hsa05322,has_pathway
13554,folic acid,hsa04210,has_pathway
13555,carbamazepine,hsa05332,has_pathway
13556,carbamazepine,hsa04080,has_pathway
13557,carbamazepine,hsa04740,has_pathway
13558,carbamazepine,hsa05310,has_pathway
13559,carbamazepine,hsa04010,has_pathway
13560,carbamazepine,hsa04940,has_pathway
13561,carbamazepine,hsa05010,has_pathway
13562,carbamazepine,hsa04080,has_pathway
13563,carbamazepine,hsa04740,has_pathway
13564,carbamazepine,hsa04510,has_pathway
13565,carbamazepine,hsa05012,has_pathway
13566,carbamazepine,hsa04060,has_pathway
13567,carbamazepine,hsa05222,has_pathway
13568,saquinavir,hsa04070,has_pathway
13569,saquinavir,hsa04910,has_pathway
13570,saquinavir,hsa04740,has_pathway
13571,saquinavir,hsa04514,has_pathway
13572,saquinavir,hsa04540,has_pathway
13573,saquinavir,hsa05012,has_pathway
13574,saquinavir,hsa04130,has_pathway
13575,saquinavir,hsa05010,has_pathway
13576,saquinavir,hsa04080,has_pathway
13577,saquinavir,hsa04740,has_pathway
13578,saquinavir,hsa05322,has_pathway
13579,saquinavir,hsa04062,has_pathway
13580,saquinavir,hsa04060,has_pathway
13581,saquinavir,hsa04020,has_pathway
13582,fludrocortisone,hsa04916,has_pathway
13583,fludrocortisone,hsa05332,has_pathway
13584,fludrocortisone,hsa05010,has_pathway
13585,fludrocortisone,hsa04310,has_pathway
13586,fludrocortisone,hsa05016,has_pathway
13587,fludrocortisone,hsa04740,has_pathway
13588,fludrocortisone,hsa05322,has_pathway
13589,fludrocortisone,hsa04530,has_pathway
13590,fludrocortisone,hsa04350,has_pathway
13591,fludrocortisone,hsa04062,has_pathway
13592,fludrocortisone,hsa05012,has_pathway
13593,fludrocortisone,hsa03050,has_pathway
13594,fludrocortisone,hsa05222,has_pathway
13595,fludrocortisone,hsa04940,has_pathway
13596,fludrocortisone,hsa04740,has_pathway
13597,fludrocortisone,hsa05322,has_pathway
13598,clofibrate,hsa05010,has_pathway
13599,clofibrate,hsa05016,has_pathway
13600,clofibrate,hsa04740,has_pathway
13601,clofibrate,hsa04530,has_pathway
13602,clofibrate,hsa05012,has_pathway
13603,clofibrate,hsa05010,has_pathway
13604,clofibrate,hsa04080,has_pathway
13605,clofibrate,hsa04740,has_pathway
13606,clofibrate,hsa05012,has_pathway
13607,thalidomide,hsa05010,has_pathway
13608,thalidomide,hsa05200,has_pathway
13609,thalidomide,hsa05320,has_pathway
13610,thalidomide,hsa05016,has_pathway
13611,thalidomide,hsa04740,has_pathway
13612,thalidomide,hsa04540,has_pathway
13613,thalidomide,hsa05012,has_pathway
13614,thalidomide,hsa04120,has_pathway
13615,thalidomide,hsa05010,has_pathway
13616,thalidomide,hsa05016,has_pathway
13617,thalidomide,hsa04740,has_pathway
13618,thalidomide,hsa05012,has_pathway
13619,prednisolone,hsa04080,has_pathway
13620,prednisolone,hsa04740,has_pathway
13621,prednisolone,hsa04810,has_pathway
13622,prednisolone,hsa03010,has_pathway
13623,prednisolone,hsa05214,has_pathway
13624,prednisolone,hsa04070,has_pathway
13625,prednisolone,hsa04740,has_pathway
13626,prednisolone,hsa05322,has_pathway
13627,prednisolone,hsa05223,has_pathway
13628,prednisolone,hsa05012,has_pathway
13629,prednisolone,hsa03010,has_pathway
13630,cyanocobalamin,hsa04740,has_pathway
13631,cyanocobalamin,hsa05322,has_pathway
13632,cyanocobalamin,hsa04740,has_pathway
13633,cyanocobalamin,hsa05322,has_pathway
13634,physostigmine,hsa05322,has_pathway
13635,physostigmine,hsa04350,has_pathway
13636,physostigmine,hsa05322,has_pathway
13637,iproniazid,hsa05332,has_pathway
13638,iproniazid,hsa05211,has_pathway
13639,iproniazid,hsa04640,has_pathway
13640,iproniazid,hsa05200,has_pathway
13641,iproniazid,hsa05320,has_pathway
13642,iproniazid,hsa04740,has_pathway
13643,iproniazid,hsa04510,has_pathway
13644,iproniazid,hsa05322,has_pathway
13645,iproniazid,hsa04210,has_pathway
13646,iproniazid,hsa05310,has_pathway
13647,iproniazid,hsa04512,has_pathway
13648,iproniazid,hsa05330,has_pathway
13649,iproniazid,hsa05210,has_pathway
13650,iproniazid,hsa05222,has_pathway
13651,iproniazid,hsa04940,has_pathway
13652,iproniazid,hsa05211,has_pathway
13653,iproniazid,hsa03020,has_pathway
13654,ethosuximide,hsa05322,has_pathway
13655,ethosuximide,hsa04512,has_pathway
13656,ethosuximide,hsa04540,has_pathway
13657,ethosuximide,hsa04330,has_pathway
13658,ethosuximide,hsa03020,has_pathway
13659,aztreonam,hsa05010,has_pathway
13660,aztreonam,hsa04740,has_pathway
13661,aztreonam,hsa05322,has_pathway
13662,aztreonam,hsa04070,has_pathway
13663,aztreonam,hsa04912,has_pathway
13664,aztreonam,hsa04730,has_pathway
13665,aztreonam,hsa04270,has_pathway
13666,aceclofenac,hsa04540,has_pathway
13667,aceclofenac,hsa04730,has_pathway
13668,aceclofenac,hsa04070,has_pathway
13669,aceclofenac,hsa05322,has_pathway
13670,cefoxitin,hsa05220,has_pathway
13671,cefoxitin,hsa05131,has_pathway
13672,cefoxitin,hsa05130,has_pathway
13673,cefoxitin,hsa04540,has_pathway
13674,methazolamide,hsa04012,has_pathway
13675,methazolamide,hsa05220,has_pathway
13676,ifosfamide,hsa04080,has_pathway
13677,ifosfamide,hsa05200,has_pathway
13678,ifosfamide,hsa04740,has_pathway
13679,ifosfamide,hsa05322,has_pathway
13680,ifosfamide,hsa05219,has_pathway
13681,ifosfamide,hsa03010,has_pathway
13682,prazosin,hsa04740,has_pathway
13683,prazosin,hsa04510,has_pathway
13684,prazosin,hsa05322,has_pathway
13685,prazosin,hsa05221,has_pathway
13686,prazosin,hsa04920,has_pathway
13687,prazosin,hsa04512,has_pathway
13688,prazosin,hsa04940,has_pathway
13689,prazosin,hsa04080,has_pathway
13690,prazosin,hsa05322,has_pathway
13691,prazosin,hsa04360,has_pathway
13692,nocodazole,hsa04510,has_pathway
13693,nocodazole,hsa04710,has_pathway
13694,nocodazole,hsa04010,has_pathway
13695,nocodazole,hsa04640,has_pathway
13696,nocodazole,hsa04080,has_pathway
13697,nocodazole,hsa04740,has_pathway
13698,nocodazole,hsa05322,has_pathway
13699,nocodazole,hsa05212,has_pathway
13700,nocodazole,hsa04110,has_pathway
13701,nocodazole,hsa05215,has_pathway
13702,nocodazole,hsa04060,has_pathway
13703,nocodazole,hsa05213,has_pathway
13704,pentamidine,hsa04740,has_pathway
13705,pentamidine,hsa05219,has_pathway
13706,pentamidine,hsa04080,has_pathway
13707,pentamidine,hsa04510,has_pathway
13708,pentamidine,hsa05322,has_pathway
13709,pentamidine,hsa04062,has_pathway
13710,paclitaxel,hsa05010,has_pathway
13711,paclitaxel,hsa04740,has_pathway
13712,paclitaxel,hsa04510,has_pathway
13713,paclitaxel,hsa04740,has_pathway
13714,paclitaxel,hsa05212,has_pathway
13715,paclitaxel,hsa05215,has_pathway
13716,colchicine,hsa05010,has_pathway
13717,colchicine,hsa05016,has_pathway
13718,colchicine,hsa04740,has_pathway
13719,colchicine,hsa04510,has_pathway
13720,colchicine,hsa04080,has_pathway
13721,colchicine,hsa04740,has_pathway
13722,colchicine,hsa05322,has_pathway
13723,colchicine,hsa05012,has_pathway
13724,colchicine,hsa04020,has_pathway
